F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,Label
-0.157002,nan,-0.370485,2.829347,0.223862,nan,-2.829067,-0.748666,-0.897214,-2.214602,-1.042243,-3.696378,1.479369,2.250427,1.232154,4.780084,2.122025,-3.036300,3.193877,3.363191,0.137983,-0.911471,1.472714,3.000000
-1.332485,nan,1.328863,2.078347,1.092777,2.078347,-0.732407,-1.764801,-0.450338,-1.077222,-1.022997,1.386383,nan,-0.217838,0.173678,2.658172,2.273390,0.476167,-2.883270,-0.241377,2.538640,1.974384,-1.026358,3.000000
0.153506,-0.400267,0.549656,-1.077549,0.140059,-1.077549,-1.758754,-2.625039,-0.964017,-0.173066,-1.908437,-0.273500,0.038489,2.888299,0.096997,-3.822300,3.457473,0.632831,5.196785,0.993613,-1.692345,nan,-1.300244,2.000000
0.608221,0.153225,-0.307404,0.850441,0.956226,0.850441,1.868878,3.590012,1.821231,0.477788,-0.434491,-0.132037,nan,-0.409707,0.206442,1.292510,-1.907864,-0.721859,-0.923331,-0.455967,-1.073919,-2.780895,1.056786,0.000000
-0.710189,-0.059199,-0.377730,-0.729479,1.158907,-0.729479,-0.476907,-1.216103,-0.370351,-1.678400,0.616329,-0.651917,-0.714369,0.666894,-0.852020,-5.181055,0.557561,1.264167,2.792532,0.249249,-2.070939,2.721564,0.099886,1.000000
nan,-0.403432,-1.138809,-0.307368,-1.173044,-0.307368,1.894151,nan,0.672412,2.368248,-0.023923,-1.319294,2.557795,-1.250816,1.603272,3.774456,2.504783,-1.455161,0.929830,nan,-1.675182,1.228803,0.126970,1.000000
-0.198215,0.393610,-1.852095,-2.716270,1.678932,-2.716270,-0.352280,-8.403549,0.928921,0.783631,1.623946,-2.866113,0.889747,2.274705,-0.477015,0.255344,3.794875,-1.173131,3.060553,-3.943350,-0.965783,4.606246,-0.438163,0.000000
-1.825664,-0.919975,0.854156,-0.906545,2.007167,-0.906545,-1.419034,0.678008,-1.030957,-3.723541,0.820311,0.602243,4.019986,-2.702886,-0.892286,2.272865,2.105276,1.146844,-0.191215,1.810262,nan,-0.485735,-0.511547,0.000000
-0.254096,-0.327100,-0.153751,1.334008,0.382636,1.334008,-0.822002,2.919102,-0.393868,-0.460727,1.000836,1.760012,-1.275220,-0.036463,1.169226,2.851187,-1.184670,0.069958,-1.607067,-1.004382,0.713668,-2.419217,-2.501844,0.000000
-0.214607,-0.906856,0.063818,-1.226208,0.336386,-1.226208,-0.232558,3.514693,-1.082864,-0.378811,2.261980,nan,-1.750681,2.026168,-0.038793,-2.897271,-0.308401,2.444548,3.890829,-1.019354,-0.282743,-0.378967,0.379737,3.000000
0.307684,-0.158706,nan,3.291869,-0.509929,3.291869,-3.302876,-9.422027,-2.221992,-0.460890,0.087827,-2.360860,4.765581,-0.218619,-0.034125,nan,4.194347,-5.587355,1.040973,1.011512,-0.175276,2.046074,0.138942,3.000000
0.794499,-1.114080,1.492190,-1.827222,0.431531,-1.827222,-0.096164,nan,0.718696,-0.688121,-1.144674,-1.413459,1.373684,1.463238,-0.101424,-3.496769,3.239202,-0.618971,2.418743,1.924574,-1.303069,2.125770,0.439630,2.000000
-0.563430,-0.367274,-0.823573,-0.309979,-0.822478,-0.309979,0.495002,-4.172262,0.995834,1.189201,nan,-1.213706,-1.214091,1.555661,0.184753,-1.464416,0.652463,-1.561074,1.076935,-1.203833,-1.194565,2.201265,0.950712,0.000000
0.646880,1.512009,0.657811,nan,0.087273,0.567818,-1.567317,1.901258,2.045717,-0.542265,-1.221628,-1.061992,-0.429691,1.843653,0.390944,-5.609849,0.120056,2.511665,4.622884,2.084537,-0.142038,1.199397,nan,2.000000
-0.956666,-0.679399,0.001214,-0.023280,-0.326647,-0.023280,nan,nan,nan,nan,0.162035,-0.497278,0.536399,-1.840012,-1.357719,-3.397970,nan,2.462884,3.287293,3.137381,-2.214668,-1.859931,0.901977,2.000000
-0.734709,0.147986,0.384772,-1.590125,-0.714718,-1.590125,-3.285619,3.483742,-0.531482,-2.964591,-0.868960,nan,-3.375747,2.766153,-0.717789,-1.574351,-1.152756,nan,5.753320,-2.987906,-0.484235,1.177994,-0.061933,1.000000
-0.274873,-2.533523,0.546780,0.760618,0.245351,0.760618,-0.603540,0.718149,0.618674,2.436390,-0.401232,0.117368,-1.682632,0.970487,2.849453,-14.572191,nan,4.189562,9.325327,3.411354,-4.039377,2.121396,1.076295,2.000000
0.795300,0.155980,-0.623843,1.435593,0.231830,1.435593,-1.022021,-7.872605,2.041102,2.050699,0.487662,-1.334823,-0.643128,0.859427,-0.320153,nan,0.203282,-2.470479,2.282319,-0.722506,-1.725798,4.914584,0.498008,0.000000
-1.063335,1.269917,-2.039488,0.430469,-0.884834,0.430469,0.434256,0.712302,-0.278068,2.874196,-0.076103,-2.270829,2.134713,-1.373828,0.543614,1.677880,1.037328,1.089879,6.544920,-1.501951,-2.443555,-1.953141,0.870143,3.000000
-0.439509,-0.857145,0.646924,-0.886577,-0.088330,-0.886577,-1.282268,-3.649858,-0.793533,0.986784,1.571492,-0.568728,-1.447625,2.214408,-0.189432,-0.414821,nan,-2.058576,3.741880,0.080657,-2.378635,-1.261053,0.267982,3.000000
-1.335671,-0.101132,-0.116532,-0.766097,0.916139,-0.766097,-1.967327,3.146587,-0.083549,-1.284257,0.650580,-1.637851,-2.626895,1.189782,-1.157512,0.743733,-0.944945,0.829762,4.730827,-1.782282,-1.819354,-1.981343,1.750350,3.000000
-0.028482,1.480806,1.013761,-0.374437,1.606487,-0.374437,2.164842,2.127786,0.853289,0.991807,0.875281,-0.491188,3.002309,-3.290494,-0.352570,-0.100314,-0.352953,nan,-0.160100,2.787478,-0.402993,-1.652064,1.706060,0.000000
0.200666,0.432790,1.131794,1.900768,0.085753,1.900768,-0.228438,6.984116,-0.199258,-3.482461,-0.196504,-1.252206,nan,-2.870424,1.045078,2.971322,-2.062778,0.384810,0.565629,2.772365,-1.258357,-3.212633,0.162983,2.000000
-0.622005,-0.269441,0.814364,-0.381683,-2.398683,-0.381683,1.275328,-1.695144,-0.147677,1.343977,0.498384,nan,-6.354002,3.192592,-0.078571,-14.129084,-1.668171,0.866668,nan,1.416661,-3.548560,2.175576,-1.752927,2.000000
0.196976,0.927012,0.659463,2.204992,0.049431,2.204992,-0.722175,-8.131028,-0.328692,2.221495,-1.705718,-0.133847,5.913001,-1.487156,-0.629818,3.574710,3.773832,-0.661996,nan,-1.697434,1.227418,4.599080,0.560623,3.000000
0.700576,0.630658,-0.722336,0.171431,2.190183,0.171431,0.226208,-2.661321,-2.021733,0.547873,0.986727,-0.599437,3.324757,-2.712143,-1.426885,0.047574,0.070558,0.414699,-0.545426,0.561914,0.655411,3.171963,1.010750,3.000000
0.355638,0.261522,0.413417,0.019258,-2.215225,0.019258,0.045983,5.680537,-0.891880,-2.858009,-0.305951,-0.024790,-0.986173,nan,-0.526003,-6.420374,-2.204275,2.699397,3.615795,nan,-3.646418,-1.077022,0.042053,2.000000
-1.351715,0.754901,-0.119706,-0.816938,nan,-0.816938,2.110467,-5.524312,0.722541,1.480882,-2.386937,-3.357691,3.750254,-1.394798,0.197352,1.948476,1.844620,nan,-0.041601,-1.727802,0.252056,4.444284,0.112861,1.000000
0.520672,-0.316402,1.032860,2.449417,nan,2.449417,-3.144728,7.061876,-0.934815,-2.892873,0.739453,-1.203637,nan,0.267441,0.479167,-1.626223,-2.527588,nan,4.800491,1.367050,-0.491930,-0.927732,0.902494,2.000000
-2.268321,-0.558926,-0.143538,0.432594,-1.049565,0.432594,-0.411883,0.905585,2.406809,0.884552,0.213629,2.893201,-5.614643,1.855276,1.339769,-8.003503,-2.591120,0.177138,1.208014,1.364818,-2.618063,-0.884176,0.817394,2.000000
-1.833517,-0.498467,-1.465462,1.278502,0.078721,1.278502,-2.438266,3.424343,-0.580677,-4.212892,-0.489281,nan,-2.996456,2.240457,0.568391,2.220206,-0.009623,1.293290,2.821079,-4.197977,-1.610236,-0.273990,-1.517598,3.000000
1.557161,0.190639,-0.239077,0.324210,-1.718155,0.324210,-1.460425,5.912210,-0.377626,-5.336290,-0.809462,-0.613248,-1.437493,1.579405,-0.306118,2.428768,0.615503,2.870079,1.418914,-3.806313,-0.392301,-0.834882,0.600463,3.000000
0.536736,-1.619503,0.123894,-1.940141,1.893948,nan,5.272238,3.815136,-0.763756,-2.236674,-2.293261,nan,-2.240962,1.921555,-2.040949,-2.005893,-0.005940,-1.485487,-4.449460,1.816528,-0.430652,-1.697818,0.533562,2.000000
-0.714182,-0.939400,-0.436972,1.261804,-0.228862,1.261804,-1.632478,1.320313,0.739053,-1.737470,-0.488127,0.798176,-1.948769,1.382911,0.826054,-2.805303,-0.512238,0.774851,1.394410,nan,-0.831022,0.334489,0.712697,2.000000
0.429586,-0.062516,-0.456011,-1.534131,1.193302,-1.534131,1.946096,2.332274,1.683389,0.936947,-1.344688,3.732874,-9.351718,3.559615,1.654851,-23.226498,-3.697722,4.325469,4.696196,2.339929,-5.972385,2.374618,-1.656535,2.000000
0.769542,0.704885,0.884560,-4.567887,1.331711,-4.567887,3.134272,-0.883763,-0.282282,-2.245914,-0.603137,-2.227964,-0.253907,nan,1.550548,-6.862332,1.915153,-0.267788,-0.327613,3.663894,-1.457951,1.266614,0.616567,2.000000
-0.561838,0.096276,0.017069,-2.359515,-0.476065,-2.359515,1.430853,-2.485036,-1.099019,nan,-0.092295,0.024206,3.478922,-4.148723,-1.742736,4.123105,-0.390441,-1.142509,-4.228371,0.116491,1.593997,0.640494,0.828407,3.000000
-0.560948,-0.481546,-1.087513,-0.733360,0.436408,-0.733360,1.231104,-3.853072,-0.449213,0.392224,-0.062244,nan,0.136293,-0.377080,1.031162,-7.919967,0.931521,0.025535,3.417109,2.459057,-3.873562,2.920906,1.907878,1.000000
-0.302900,-1.220789,0.564965,-0.231687,-1.141042,-0.231687,-0.208580,3.923693,-0.928295,-1.990372,-0.218642,-0.191582,-0.488487,1.509853,-1.227943,-4.369552,nan,3.154460,2.212827,0.714040,-0.000115,0.156299,2.585329,3.000000
-1.470296,-0.821521,nan,0.343967,-0.791498,0.343967,0.331442,-1.102572,1.533741,1.646863,0.718728,2.207961,-2.538910,1.429785,-0.181169,-12.609083,0.155980,2.329671,5.226856,2.357802,nan,1.237068,3.094886,2.000000
1.603813,-0.433484,-0.266014,nan,0.242919,3.031690,4.479677,nan,-0.004733,0.887169,-0.292723,1.341099,-1.221008,1.907680,0.555197,-2.690807,-0.077782,0.216212,-4.274397,0.811863,0.826247,-1.131848,0.144540,0.000000
-0.131089,-0.321712,0.154753,2.881073,-0.534104,2.881073,-1.721617,3.892676,-0.428089,-4.262836,-0.941729,2.678825,-4.307355,0.766594,-0.417679,3.741795,-2.365997,-1.502698,-3.983768,-1.416658,-0.637253,nan,0.326313,2.000000
1.933573,-0.244395,0.294219,-3.695501,-0.297812,-3.695501,-3.083132,-1.476868,1.244000,nan,-0.652728,-0.633901,1.791111,-2.616359,0.734454,5.566380,-0.355746,-0.523547,-0.111338,-0.563050,1.282903,-0.490412,1.141250,3.000000
-1.260497,2.767380,0.457703,1.355373,0.024729,1.355373,-6.587609,-11.193440,0.310379,0.550153,0.019609,-1.245237,7.988054,nan,-0.977144,6.859530,5.758242,-1.997745,4.461595,1.472115,1.914628,3.856061,-0.282927,3.000000
1.241557,0.273354,-2.245708,0.524053,2.220475,0.524053,0.271217,-7.534718,1.406915,1.952376,0.775081,-2.002531,0.307784,2.106699,-2.220923,-1.529147,2.447500,-1.443496,2.618889,-2.570727,-1.326821,4.763818,-0.521988,0.000000
0.178299,0.167687,-0.947568,1.222119,-0.823260,1.222119,1.429066,-2.032096,-0.883926,1.275329,1.194467,-0.145257,-1.082683,1.667571,-1.249217,-2.189235,0.332580,-1.247786,-0.734208,0.264173,-0.357650,1.252032,1.115590,0.000000
0.032446,-0.253126,-0.049894,3.058053,0.872219,3.058053,-1.062731,-0.275425,-0.469646,-1.741989,-0.960010,-1.568576,1.594945,1.121421,-1.440584,0.594042,1.382854,0.223563,1.366047,0.602663,0.467468,2.271065,-2.446124,3.000000
0.545997,0.150879,0.456336,0.966737,-0.404361,0.966737,0.065291,-3.005039,-0.140101,-0.569521,0.461763,2.204737,0.480998,-1.134499,-0.364848,-2.574585,0.515387,1.554270,-0.818609,-2.832625,-1.164535,3.922726,-0.113362,2.000000
1.355512,-0.524677,0.750371,-2.998891,-1.086982,-2.998891,-2.025930,7.837254,0.965622,-2.431854,-1.967322,-2.176117,-1.308056,-0.749874,-0.757388,1.464060,-3.079353,3.102580,2.439783,-0.406891,1.567437,-2.362575,-0.969576,0.000000
0.206302,-0.095942,2.218186,nan,-0.738166,-0.814208,0.400842,-3.729090,0.688596,3.293425,0.239730,1.835562,-7.486580,1.416520,-0.615758,-1.435134,-4.184413,-3.828729,-2.065015,-3.185797,-2.227618,-0.237460,-0.248331,0.000000
1.710839,0.094146,1.230909,-3.208547,1.356739,-3.208547,-3.180261,-7.670687,0.935155,-0.751602,1.099319,-3.181778,4.497017,-1.749112,1.559532,12.601490,1.986417,-4.119614,-2.769122,nan,3.861605,2.205583,-0.239397,0.000000
0.467880,2.199785,-0.584762,-1.232713,-1.184493,-1.232713,0.988864,6.179341,-0.052613,-2.881933,nan,-0.852234,nan,3.250559,0.368747,-4.591566,-0.412328,1.753258,1.698415,0.606042,-1.336533,-2.256634,0.768707,1.000000
-0.298886,0.274021,0.922387,nan,1.808024,-0.870738,0.415474,-3.507279,nan,2.423241,-1.099731,-2.720220,0.044683,0.432523,1.770904,-2.248497,0.385197,-0.434995,4.349354,-0.756929,-1.754271,2.133311,nan,1.000000
-0.066574,-0.546562,-0.858416,nan,0.552571,6.559138,1.548797,-1.352689,-0.964039,3.334458,-0.486329,-1.466235,-0.529131,0.979256,-0.393978,0.004396,0.021026,-1.111931,3.968224,-2.259831,-3.081127,1.231101,0.970643,0.000000
-1.324235,0.080437,-0.573509,1.996776,0.041702,1.996776,-1.212279,-4.095685,-1.039550,1.359206,-0.545858,-2.705027,-0.246430,-1.175900,0.246361,1.980057,-1.018254,-3.224610,4.023071,0.195204,-3.250397,1.150413,0.087254,0.000000
-2.808088,-1.050305,0.201111,-3.072738,0.441698,-3.072738,-0.996012,-1.812667,-0.381421,2.793723,-1.005385,-3.382883,-0.928030,0.341457,-1.465452,-3.218573,-0.484124,0.080874,7.587622,0.528812,-2.448216,-0.161985,-0.888744,3.000000
-1.170178,-1.243312,-2.251252,-3.970358,-1.322864,-3.970358,-0.215230,-1.727997,-0.934798,-2.135750,-0.860515,-1.621393,-1.240721,0.935412,-0.741245,-3.872880,1.075882,0.084142,2.641750,0.451881,-2.361427,1.113524,0.234273,1.000000
0.324580,0.711215,0.534088,-2.461219,-0.096465,-2.461219,-1.225160,-2.506100,-0.316556,0.042677,1.055044,-1.150470,1.067869,-1.564523,-1.800654,5.987554,-0.013134,-2.356758,-0.897743,-0.626486,0.649176,nan,-0.234105,0.000000
-0.016176,nan,0.301360,-2.208542,-0.842169,-2.208542,0.658827,0.714504,-0.467747,-1.457817,-0.768898,-1.839011,-0.070333,0.650483,-1.068350,3.733781,0.250398,nan,nan,-1.730004,1.721604,-0.007543,nan,0.000000
0.204863,-0.127047,-0.138952,-0.402810,-1.049174,-0.402810,-2.020836,2.064425,0.864625,-1.164230,0.507683,-1.779440,-0.079584,1.485245,0.617150,2.789566,nan,2.024189,3.362274,-3.458401,0.862241,0.068323,0.602363,1.000000
0.326955,-0.163666,-0.647165,nan,nan,-2.364433,nan,-2.329463,-1.442389,-1.597918,0.846741,-1.519338,2.090447,1.587813,0.685121,nan,3.944791,3.027404,4.067096,0.708400,-1.504349,3.916673,-0.933078,3.000000
1.322309,-0.562279,-0.151534,-1.551976,0.921648,-1.551976,0.839412,-0.247485,-1.162107,1.295524,nan,1.082421,-5.364470,1.315630,-0.691021,-1.543728,-2.964844,-2.345814,-2.273232,-0.687345,-0.951978,-1.521334,-0.895136,0.000000
1.058164,-0.409686,-0.266369,-1.438458,-0.041817,-1.438458,1.465857,0.284859,-0.537987,-0.200037,-1.114173,2.280197,3.349296,-3.485371,-0.289945,3.544195,-0.293827,0.547467,-6.944081,0.021339,3.460491,0.174830,0.003605,3.000000
1.560475,1.031947,-0.082364,-2.236787,1.431992,-2.236787,-2.677937,0.105010,-0.590713,-0.448739,1.028001,1.389850,1.182076,-2.437358,-0.578202,-0.980070,-0.793764,2.051376,1.680667,0.659918,0.236572,0.018491,0.599473,0.000000
1.309301,2.559791,0.735800,0.768108,0.494356,0.768108,1.445072,1.734171,0.277019,-0.242408,-0.638168,0.450746,1.351593,-0.746358,0.377955,1.659272,0.616790,0.250369,-1.714241,0.109123,0.413367,nan,-1.688612,0.000000
-1.215571,-0.237644,-1.534208,2.871642,-0.122012,2.871642,-1.575628,-1.804579,-1.445238,-1.191451,1.069419,-1.553947,3.138853,0.740115,-0.415485,3.239539,nan,-0.316152,0.253378,0.390890,1.991203,2.523034,-0.032646,3.000000
-0.266480,-0.359170,-0.660939,2.550046,-0.714347,2.550046,-1.751774,1.305805,-0.120225,-3.410183,-0.476008,-3.362481,0.069994,-0.641810,-1.771229,-0.229049,-1.095205,1.033705,4.268701,-0.889101,-2.142454,3.492124,-0.694694,3.000000
-0.538337,nan,0.001000,0.758723,-0.253677,nan,2.215117,-1.093369,0.032577,-0.405437,0.466503,-1.786824,-0.772008,1.139551,0.490221,0.654778,0.403441,-2.928216,-1.723321,1.234125,-0.923224,-0.004496,-1.072494,2.000000
-0.632814,-0.993855,-0.801577,0.282500,0.569784,0.282500,-4.183063,5.872981,-0.431921,-3.264195,-1.024023,0.670791,-1.844264,2.410494,0.426907,1.709911,1.065486,3.245526,5.523263,-2.404182,-0.779215,-3.768386,0.097414,1.000000
0.039953,-0.357280,-0.266078,-0.914281,-0.832300,-0.914281,-3.486680,2.401300,-0.191477,0.278753,0.663564,-2.254989,-3.566367,1.150044,1.290213,6.547783,-2.549922,-2.297115,3.431431,-1.408955,-0.232663,-4.422670,-0.300853,3.000000
0.679461,-0.863842,1.451290,-4.635078,-0.217868,-4.635078,nan,0.663716,-0.763474,nan,1.270499,-3.309787,0.932477,0.280549,0.435407,-5.286717,1.036168,0.624172,-2.703885,2.391786,0.221060,2.812727,0.474162,2.000000
-0.755162,-1.938209,1.610949,-2.303373,-1.233910,-2.303373,1.014043,-2.783706,-0.046387,3.595531,-0.048443,3.797948,-8.866097,2.444338,-1.132545,-2.409139,-4.197873,-3.000284,-4.406093,-4.308080,-1.006220,-1.168225,1.768534,0.000000
1.005199,-0.527653,-0.171604,nan,-2.878307,-0.600607,-0.653323,-5.745890,-0.394298,1.100684,0.498303,-0.962909,0.269523,1.012524,0.680245,0.625800,1.906735,-1.729938,1.766806,-1.581314,-1.129777,2.004103,-0.239183,0.000000
-2.636959,-0.962829,-0.191339,-2.574148,-0.081801,-2.574148,-0.077289,-3.427676,-0.048053,0.265115,0.229591,-2.005359,2.011200,-2.230648,1.353754,6.105896,0.204662,-2.578691,-1.413329,-0.865589,0.531306,0.148217,0.297799,0.000000
-0.802681,-1.040912,1.455453,-1.778848,-0.171948,-1.778848,-0.855191,-8.619498,-0.067881,2.644029,-1.158680,0.154840,2.756336,-0.660766,nan,-3.737370,1.185404,0.275727,-0.422813,-0.006421,2.007791,6.668392,-0.730379,1.000000
-0.235076,-0.857588,-1.439530,3.472155,0.849507,3.472155,-0.366255,-0.072157,0.146097,-2.401323,-0.569286,0.850855,6.582502,-3.597737,-0.062218,8.674002,3.338115,-1.523411,-2.374920,2.236668,0.234747,-2.365954,0.045236,0.000000
-0.673682,-0.820633,-0.521753,1.870607,0.075259,1.870607,-1.907227,0.762200,0.107464,0.952015,0.276347,0.938666,nan,1.885295,1.071187,-0.546268,2.290410,3.771896,3.680584,-3.008466,1.438761,0.982565,0.614482,1.000000
-0.255991,nan,0.869603,-0.162056,0.294359,-0.162056,-0.102541,1.276594,1.232070,0.038604,-0.615094,-0.541424,1.456539,0.023523,-0.449281,3.386978,1.785215,0.873152,1.912570,-1.970186,-0.193733,-1.920126,-0.335863,3.000000
-1.579852,-0.655830,0.431385,2.238213,-1.524802,2.238213,1.951046,2.520212,0.126423,0.798813,-0.996960,-1.449186,2.681851,2.789597,-0.615417,2.102911,4.332191,1.182367,2.208503,-0.557513,0.746992,-2.364194,-0.646305,3.000000
-0.001639,-0.286364,-0.662899,1.692711,-0.667991,1.692711,-1.489749,1.839273,0.154459,-0.917793,-0.899815,1.548517,-3.399694,1.219098,-0.490237,-5.303858,-1.743214,1.175426,2.296826,0.680713,-1.986385,0.214967,1.241281,2.000000
-0.761088,1.166277,nan,-2.194033,-1.733427,-2.194033,0.533307,-2.075715,-1.302496,-2.105167,0.431789,0.209717,1.493369,-0.325239,0.367044,-3.489995,2.621979,1.371861,1.109658,0.023103,-1.828783,1.895349,0.107029,1.000000
-0.996323,nan,2.174700,nan,0.343456,0.049519,3.135183,8.083299,0.410128,-0.442885,-0.575614,nan,-0.053356,-0.022653,0.167661,-5.626752,-1.848686,3.875050,-3.451685,3.092747,2.850299,-1.193338,0.872377,3.000000
-0.195055,0.664418,0.313363,-0.941397,0.258881,-0.941397,-1.911595,3.276343,nan,-2.514873,-1.892827,-0.704998,-1.289561,-0.070496,1.282642,nan,-1.377624,-0.189235,-1.315675,-2.870370,1.498925,-1.904906,-0.742165,0.000000
2.378849,-0.182775,1.096160,-5.490798,1.054692,-5.490798,0.163067,0.279324,0.933972,4.625894,0.706235,-1.425570,-0.180604,-2.232689,-1.313401,-3.271023,-0.354059,1.697566,9.068831,-0.244616,-4.308309,-4.210341,-1.838474,3.000000
-1.666017,-0.448049,-0.566649,1.314597,0.408533,1.314597,-2.156122,nan,0.432385,-2.698765,-1.110842,nan,2.737599,0.793881,0.923776,0.110660,1.517383,2.407822,3.850590,1.567305,1.281799,1.405980,-1.459067,2.000000
-1.272523,-0.757875,-0.018055,2.459863,0.072717,2.459863,-0.948041,-0.710204,-0.738032,-0.979513,-0.979329,0.866613,0.595018,1.978741,-0.325971,1.137990,2.183026,-0.372506,-0.309289,0.162809,0.605176,-0.004237,0.142491,3.000000
-1.950695,-0.565832,0.052711,1.941804,0.368189,1.941804,0.523835,0.279423,-1.253221,-3.303461,1.415346,-2.109623,-0.839719,-1.606441,-0.213818,3.305544,-1.420493,-2.206738,-0.719134,-1.091727,-2.792791,1.202244,-0.164575,3.000000
0.037305,0.571600,-0.484331,0.130291,0.538071,0.130291,1.041180,0.034142,0.816125,-0.765791,2.067494,-0.842098,2.314018,1.438901,0.451306,-1.677864,2.796107,1.439628,0.231985,0.796365,1.184470,1.365599,-0.897496,0.000000
1.521633,-0.296628,-0.262504,-4.267309,0.523234,-4.267309,-3.562188,-3.419286,-0.081621,1.846280,1.092492,-3.027812,1.203575,-3.473967,-0.728978,10.076247,nan,-2.883630,4.260907,-2.579671,-1.051682,-2.864830,-0.115378,3.000000
-0.118286,-0.928246,1.498349,-0.713259,0.318856,-0.713259,1.643179,3.135405,0.910581,-3.705424,1.474491,1.060074,-3.444157,0.203915,1.564614,-9.197765,-1.680876,1.937772,-0.156591,1.659634,-3.359730,1.550680,0.353087,1.000000
-1.040108,-1.265787,-0.804578,-0.029406,-1.509622,-0.029406,0.308558,4.672862,-0.355164,-2.892782,-1.504751,-0.712883,-2.585672,0.980583,-0.518955,-3.584808,-2.112360,nan,-0.494805,1.655101,-0.123156,0.123473,1.418181,2.000000
-0.432424,0.641991,-0.992287,-2.020041,2.264471,-2.020041,0.765631,0.694274,-0.533641,2.784493,-0.247083,-0.851233,4.085622,-1.553306,-0.247479,3.123107,2.415890,0.849784,2.686536,0.779316,0.556495,nan,-1.556074,3.000000
0.179362,1.177228,-1.482736,-1.405832,-1.702396,-1.405832,1.082571,-0.056641,0.865799,-2.363320,1.465588,0.967273,0.945637,-4.032376,-0.367416,5.636589,-1.758455,-3.237106,-6.940636,1.725097,0.326515,-1.639023,0.798982,3.000000
1.098562,0.810376,-0.085744,1.195684,0.756503,1.195684,0.669753,0.789875,1.349642,1.022529,-0.612922,0.321054,-2.996146,1.174235,-2.254158,-5.188981,-2.034982,nan,0.871548,0.423885,-1.120776,1.066604,0.454880,1.000000
0.588634,1.443751,0.429363,1.557032,1.069614,1.557032,-1.218033,-1.354097,-0.094022,nan,0.723200,-0.483290,3.401022,-0.318028,0.538219,1.184315,1.463821,0.225005,-0.226806,2.072450,2.173066,nan,0.983295,3.000000
0.996232,-0.392334,-0.273728,0.609974,0.903133,0.609974,-0.791609,2.024061,0.867993,-2.893120,-0.836201,0.495539,3.368115,0.358567,-0.355850,11.133532,3.787289,-0.607155,-3.312274,-2.433174,2.724583,-3.688923,-0.031487,3.000000
-1.017047,0.395483,0.943638,0.249018,0.000789,0.249018,2.395241,-2.518833,-0.307391,1.673644,0.665608,2.686119,-2.643029,1.577590,0.029653,-2.226867,-0.310383,-1.943939,-5.002478,-0.520674,0.243814,0.324825,0.786429,0.000000
0.400860,-1.361474,2.455770,-1.086189,-1.669393,-1.086189,5.474428,-2.027476,0.086906,-3.680935,-0.814660,0.780781,0.066414,-0.279157,0.727656,-0.223181,1.489019,-2.114404,-9.375259,-0.907809,-0.298854,2.794113,1.446296,2.000000
-0.404637,-0.753634,-0.251632,0.469312,nan,0.469312,0.219618,2.139345,-1.720180,-4.262770,1.534190,-0.092748,-4.240113,nan,nan,4.107699,-1.073655,-2.032596,-4.604372,-3.209981,0.143150,-0.426785,0.085457,0.000000
-0.183914,-1.891934,-2.228822,-0.738708,1.006942,-0.738708,-0.716168,-1.268633,-0.512197,-1.053144,-3.340102,-1.744072,1.409672,-2.648660,-0.743065,1.407175,-0.793044,-1.808876,1.015409,2.708485,-1.550705,-0.002054,-1.467039,3.000000
1.594116,0.555567,0.415307,-0.244995,-1.953511,-0.244995,-1.303871,-2.514084,-0.536375,1.924601,0.184363,-0.553138,0.797558,-1.139701,2.134232,10.527624,-0.706951,-3.389034,-2.969206,-2.806576,2.546367,-1.710521,-1.761626,0.000000
nan,-0.502073,0.535363,1.104343,-0.209115,1.104343,1.985384,3.152084,-0.501747,-0.822110,0.504600,-2.145127,-5.887047,nan,-0.914556,-6.219683,-0.760938,-0.425666,2.909502,0.086742,-2.909211,-0.528593,-1.327028,1.000000
-0.134456,-1.110542,0.368884,1.519192,0.818762,1.519192,-0.561659,-0.156850,nan,0.971218,-1.691684,-0.215951,nan,-1.517300,-0.029739,-0.890895,-0.047153,-0.377018,2.802098,2.865094,-1.644149,-1.030045,0.450471,2.000000
-0.599153,-0.676951,1.329121,-1.784418,0.081406,-1.784418,-0.401165,-0.378738,-1.023482,0.575051,-1.618721,-0.647304,-2.943013,0.807648,1.452004,0.093142,-1.445714,-1.328066,nan,-0.900188,-1.012077,-1.068754,-1.229522,0.000000
-0.003748,0.824104,-0.545106,2.668443,-0.106081,2.668443,3.712418,6.422356,-0.306571,-3.962475,0.645644,-4.469073,9.721052,-4.387781,0.598463,7.124831,4.140058,1.917630,0.523962,nan,0.078271,-1.887785,0.480713,0.000000
-1.530282,-0.792389,-0.753176,0.181805,-1.071090,0.181805,-1.499127,-2.601280,-0.104745,-0.705522,-0.612880,nan,3.938313,-2.171217,-2.276657,nan,0.905393,-0.940707,nan,1.975635,2.322450,nan,-0.531090,3.000000
nan,-0.531606,-0.859478,0.262124,nan,0.262124,2.468564,0.367876,1.071972,-0.577404,0.696252,-2.993076,1.314589,nan,0.136965,2.233735,2.036211,-1.879644,-0.342634,1.316448,-0.193235,-1.017183,0.550623,2.000000
